date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-06-24,23.3,19.8,29.6,23.1,,245,14.5,,1013.1,
2023-06-25,21.9,19.1,24.8,10,,302,5.5,,1010.5,
2023-06-26,20.3,17.9,22.7,5.5,,275,9.6,,1006.5,
2023-06-27,18.5,14.5,22.8,0,,297,19.5,,1006.8,
2023-06-28,19.3,15.1,23.3,8.3,,245,10.7,,1008.3,
2023-06-29,18.3,15.6,21.7,1.2,,233,14.7,,1007.6,
2023-06-30,18.7,14.6,22.6,11.3,,271,18.8,,1005.3,
2023-07-01,20.9,15.9,25.6,0,,283,14.6,,1007,
2023-07-02,23.2,18.1,27.8,0,,223,14.5,,1008.1,
2023-07-03,23.4,17.4,28.8,0,,218,12.3,,1010.8,
2023-07-04,24.3,18.1,29.1,0,,347,6.7,,1014.4,
2023-07-05,26,19.6,31.5,0,,47,10.7,,1014.9,
2023-07-06,27.7,21.5,33.4,0,,105,11.9,,1013.4,
2023-07-07,27.4,23,32.3,0.2,,78,15.5,,1010.7,
2023-07-08,25.2,21.9,29.5,1,,18,16.2,,1006.1,
2023-07-09,21,19.8,22.9,3.5,,342,22.1,,1006.6,
2023-07-10,20,16.5,23.9,0.6,,325,19.6,,1009.8,
2023-07-11,18.8,15.4,22.4,0.5,,325,13.6,,1011.1,
2023-07-12,18.9,15.1,23.3,0,,309,11.6,,1014.1,
2023-07-13,21.5,13.4,27.7,0,,229,14.7,,1015.4,
2023-07-14,22.6,19.1,26.3,10.7,,246,20.2,,1009.6,
2023-07-15,21.7,17.9,25.2,0,,322,17.3,,1014.2,
2023-07-16,21.2,16.3,26,0,,329,13.9,,1017.1,
2023-07-17,22.5,15.7,27.9,0,,312,10.5,,1017,
2023-07-18,23.5,17.9,30.1,5.2,,185,10.1,,1012.5,
2023-07-19,21.2,17.6,24.7,0.2,,331,12.6,,1011.5,
2023-07-20,20.8,17.2,26.5,10.5,,169,10.9,,1010,
2023-07-21,21.6,18.7,25.4,0.3,,278,15.3,,1010.5,
2023-07-22,20.4,15.9,24.7,0.5,,137,7.6,,1014.8,
2023-07-23,21.1,18.3,24.8,0.5,,292,16.8,,1012,
2023-07-24,20.5,15.6,24.9,0,,320,10.3,,1014,
2023-07-25,23.1,17.1,28.2,0,,188,14.2,,1010.3,
2023-07-26,25.1,20.8,30.6,0,,181,23.2,,1006.7,
2023-07-27,25.3,20.2,30.6,0.5,,184,16,,1003,
2023-07-28,19.7,18.7,20.8,37,,336,23.8,,1001.8,
2023-07-29,20.6,15.7,24.6,0.2,,286,14.5,,1009.5,
2023-07-30,21.9,16,26.7,0,,284,8.4,,1011.1,
2023-07-31,23.4,18.7,28.2,0,,193,10.1,,1010,
2023-08-01,22.6,18.8,27.5,3,,359,6.3,,1009.7,
2023-08-02,23.3,18.9,27.9,0.8,,186,7.7,,1008,
2023-08-03,23.8,19.6,27.8,0,,235,8.6,,1009.7,
2023-08-04,24.7,18.5,29.4,0,,228,6.3,,1014.6,
2023-08-05,26.2,19.2,31.7,0,,81,12.4,,1015.5,
2023-08-06,28.5,23.1,34.9,0,,97,20.8,,1008.5,
2023-08-07,26.8,22.6,30.2,0,,186,18.3,,1003.6,
2023-08-08,23.4,19.3,27.4,0,,355,10.3,,1010.6,
2023-08-09,21.2,16.7,25.3,6.1,,347,17.3,,1014.9,
2023-08-10,21.9,16.9,28.9,27.5,,28,16.4,,1016,
2023-08-11,21.7,19.2,25.3,15.5,,349,10.6,,1012.4,
2023-08-12,20.8,17.9,24.7,9.2,,297,13.9,,1014.7,
2023-08-13,21.1,16.1,26.1,0,,290,8.3,,1019.6,
2023-08-14,22.4,16.4,26.7,0,,19,7.2,,1022.3,
2023-08-15,23.4,17.5,28.4,0,,10,9,,1022.5,
2023-08-16,24.1,19.1,28.3,0,,14,10.2,,1020.2,
2023-08-17,23.9,19.7,28.7,0,,42,13.7,,1018.5,
2023-08-18,23.2,18,28.2,0,,24,11.4,,1019.1,
2023-08-19,25.6,19.9,32.1,0,,36,11,,1018.4,
2023-08-20,25.8,19.4,32.6,0,,40,10.1,,1016.8,
2023-08-21,25,19.9,30.8,0.9,,339,11.3,,1014.5,
2023-08-22,23.1,18.3,28.9,0.5,,314,13.3,,1014.5,
2023-08-23,20.7,16.6,24.9,0,,314,11.9,,1015.5,
2023-08-24,20.8,15.4,25.8,0,,312,10.2,,1016,
2023-08-25,21.2,16.1,26.1,0,,345,10,,1015.3,
2023-08-26,22.6,17.3,28,0,,159,7.4,,1016.4,
2023-08-27,25,20.2,30.5,0.2,,249,13.7,,1012.2,
2023-08-28,25.8,20.3,31.4,0.3,,340,8.6,,1008.7,
2023-08-29,25,20,29.5,0.1,,67,10,,1009.8,
2023-08-30,23,18.6,27.5,0,,119,13.4,,1012.3,
2023-08-31,23.1,16.8,30.1,0,,141,11,,1011.6,
2023-09-01,22.3,19.4,27.6,3.5,,182,12.5,,1012.1,
2023-09-02,20.7,17.5,24.9,0,,337,16.3,,1017.6,
2023-09-03,19.9,15.1,25.1,0,,3,12.8,,1018.3,
2023-09-04,21,16.2,26.7,0.6,,24,15.4,,1015.5,
2023-09-05,20.8,16.9,25.9,1.2,,15,14.2,,1018.2,
2023-09-06,20.3,15.8,25.3,0,,352,12.7,,1020,
2023-09-07,19.2,15.6,24,0,,352,15.3,,1020.9,
2023-09-08,16,11.1,20.6,0,,350,11.3,,1021.6,
2023-09-09,15.7,11.6,19.2,0,,354,16,,1017.5,
2023-09-10,14.5,9.2,20.1,0,,350,12.5,,1022,
2023-09-11,16.1,11.8,21.1,0,,0,8.4,,1019.4,
2023-09-12,17.3,11.7,22.2,0,,7,8.3,,1018.3,
2023-09-13,17.6,12.1,23.3,0,,82,8.4,,1018.5,
2023-09-14,17.8,12.6,23.7,0,,124,11.2,,1017.4,
2023-09-15,17.6,15,21.4,20.4,,242,14.1,,1016.6,
2023-09-16,16,11.7,21.2,0,,29,14.3,,1022.8,
2023-09-17,16.7,12,22.3,0,,36,10.2,,1025.3,
2023-09-18,17.6,11.2,23.4,0,,32,7.5,,1024.1,
2023-09-19,17.7,11.8,24.1,0,,135,9.4,,1021.5,
2023-09-20,17.8,12.2,23.9,0,,132,11.8,,1020,
2023-09-21,18.1,12.7,24.4,0,,110,10.9,,1019.6,
2023-09-22,19.3,13.1,26.2,0,,115,12.6,,1020.3,
2023-09-23,19.9,15.6,25.3,0,,113,13.9,,1021.1,
2023-09-24,19.4,14.3,25.4,0,,97,12.8,,1021.2,
2023-09-25,19,13.7,25.5,0,,63,13.3,,1024.5,
2023-09-26,19.4,13.5,26.2,0,,51,12.8,,1025.8,
2023-09-27,19.9,13.8,26.6,0,,56,13.8,,1025.1,
2023-09-28,19.8,14.4,26.4,0,,62,16.5,,1023.7,
2023-09-29,19.3,14,25.8,0,,62,13.4,,1022.7,
2023-09-30,18.3,12.5,25.2,0,,59,9.4,,1019.9,
2023-10-01,18.6,12.1,25.1,0,,21,8.6,,1015.4,
2023-10-02,15.9,13.4,19.5,0,,344,21.2,,1016,
2023-10-03,13.4,9.8,17.8,0,,342,13.3,,1022.7,
2023-10-04,14.8,8.8,20.7,0,,205,14.2,,1021.7,
2023-10-05,15.5,10.9,19.8,0,,306,12.3,,1021.7,
2023-10-06,13.8,11.2,18.8,0,,269,18.4,,1018.2,
2023-10-07,13.1,6.4,17.9,1,,247,22.3,,1015.8,
2023-10-08,11.3,6.9,17.6,11.7,,283,20.2,,1006.6,
2023-10-09,7,4.7,9.2,0,,291,23.9,,1015.1,
2023-10-10,6.5,1.9,11.7,0,,285,13.9,,1019.4,
2023-10-11,5,0.7,9,0,,320,8.3,,1028.7,
2023-10-12,9.5,4.3,15.1,0,,193,22.6,,1025.2,
2023-10-13,11.9,9.2,15,1.3,,234,14.7,,1019.6,
2023-10-14,12.1,8.6,17.8,0,,166,10,,1020.1,
2023-10-15,13.1,8.7,19.3,0,,183,14.1,,1012,
2023-10-16,8.7,5.4,13.1,9.3,,255,21.6,,1006.7,
2023-10-17,6.3,2.7,10.4,0,,281,17.3,,1019.4,
2023-10-18,5.8,0.4,11.4,0,,224,10.8,,1020.8,
2023-10-19,10.1,5.3,14.8,0,,216,18.6,,1016.1,
2023-10-20,13.9,10.2,18.2,0,,193,26.6,,1009.9,
2023-10-21,16.8,11.8,23.4,0,,209,16.2,,1009.3,
2023-10-22,14,10,19.6,0,,132,17.7,,1016.2,
2023-10-23,15.9,12.7,21.4,0.2,,239,16.7,,1012.4,
2023-10-24,11.9,8.7,15,0,,301,13.6,,1015.3,
2023-10-25,9.6,6.2,12.5,11.7,,121,16.3,,1012.5,
2023-10-26,13.6,10.7,17.3,7.7,,211,13.2,,1002.9,
2023-10-27,14.3,10.8,19.3,1.7,,199,14.7,,1001.6,
2023-10-28,15.9,12.2,18.9,1.6,,236,27.8,,999.2,
2023-10-29,11.7,8.3,16.5,0,,266,13.5,,1014.9,
2023-10-30,12.6,7.1,18.1,0,,185,16.9,,1021.2,
2023-10-31,13.5,10,19.1,0,,179,16.5,,1018.7,
2023-11-01,14.1,10.6,18.7,9.3,,177,18.1,,1010.8,
2023-11-02,10.5,6.3,12.8,0.1,,288,13.4,,1013.1,
2023-11-03,8.5,4.8,11.4,10.1,,83,13.9,,1013.3,
2023-11-04,14.8,11.5,18.5,0,,143,22.9,,1008.4,
2023-11-05,14.7,11.8,16.5,4.2,,181,24.2,,1003.5,
2023-11-06,13.3,10.5,16.7,2.8,,235,18.8,,1004.3,
2023-11-07,10.1,6.9,14.7,0,,260,13.9,,1018.2,
2023-11-08,10.5,6.9,13.2,6.6,,188,17.9,,1014.9,
2023-11-09,8.7,5.3,12,0.4,,305,21.2,,1012.7,
2023-11-10,6.4,3.7,10.9,0,,210,9.8,,1024,
2023-11-11,7.9,4,11.3,3.2,,136,23.1,,1013,
2023-11-12,10.8,7.9,13.1,4.4,,205,32.2,,1000.8,
2023-11-13,6.8,2.7,10.5,0.2,,241,15.7,,1013.7,
2023-11-14,6,1.2,9.5,3.9,,223,15.2,,1011.5,
2023-11-15,7,4.6,9.3,0,,241,12.7,,1005.6,
2023-11-16,6.2,3.9,8.8,2.2,,259,13.1,,1008.3,
2023-11-17,4.9,4.1,6.1,0,,295,13,,1015.1,
2023-11-18,3.6,1,4.9,0,,66,19.7,,1016.5,
2023-11-19,2.1,0.7,3.6,12.7,,38,26.6,,1011.3,
2023-11-20,0,-1.7,1,1.2,,349,19.8,,1005.5,
2023-11-21,-3.4,-5.4,-1.6,0,,343,11.6,,1015.1,
2023-11-22,-3.8,-5.2,-1.6,0.5,,77,9.6,,1019.9,
2023-11-23,-3.7,-6.1,0.9,0.7,,275,17.8,,1016.6,
2023-11-24,2.9,1.4,4.9,1,,233,23,,996.1,
2023-11-25,1.8,-0.2,3.9,14.2,,20,13.6,,998,
2023-11-26,4.5,0.9,9.6,16,,66,20.1,,984.8,
2023-11-27,-0.8,-3.6,4,3.9,,242,29.7,,993.7,
2023-11-28,-0.2,-4.2,4.2,0.1,,192,18,,1010.7,
2023-11-29,5.7,2.3,9.1,17.9,,192,28.6,,1001.6,
2023-11-30,-2,-3.6,1.1,0,,243,11.1,,1016.3,
2023-12-01,4,-2.2,8.5,10.2,,200,18.4,,1009,
2023-12-02,4.1,1.8,9.6,2.6,,68,13.2,,1007.8,
2023-12-03,8.6,0.1,12.5,0,,242,21.4,,1007.1,
2023-12-04,-0.7,-2,0.7,0,,321,15.1,,1022.8,
2023-12-05,-1.5,-4.3,0.5,0,,203,7.7,,1027.8,
2023-12-06,-1.4,-3.8,1.1,0,,81,14.8,,1024,
2023-12-07,-0.8,-1.6,0.2,2.1,,76,18.4,,1022.9,
2023-12-08,-1,-1.4,-0.5,13.8,,91,21.1,,1021.5,
2023-12-09,-0.3,-0.7,0.5,0.6,,66,14.7,,1020,
2023-12-10,-0.6,-0.9,0,0.4,,95,12.3,,1019.8,
2023-12-11,-0.7,-1.4,0,0.1,,123,9.3,,1019.8,
2023-12-12,0.9,-0.5,1.9,1.5,,142,12,,1014.9,
2023-12-13,-0.3,-3.3,1.1,0,,128,13.4,,1016.8,
2023-12-14,1.3,-2.6,5.6,5.4,,146,28.5,,1013.1,
2023-12-15,-0.4,-3.5,5.2,4.6,,319,20.2,,1017.5,
2023-12-16,-1.8,-4,0.2,0,,308,13.5,,1030.7,
2023-12-17,1.1,-1.5,3.6,0.6,,249,16.8,,1028.1,
2023-12-18,3.4,2,5,2.5,,265,14.8,,1022.1,
2023-12-19,3.9,2.7,4.9,0,,247,13.4,,1021.8,
2023-12-20,5.2,2.7,7.9,0,,202,23.3,,1014.6,
2023-12-21,4.7,2.9,6.5,0.1,,224,12.4,,1005,
2023-12-22,4.4,3.1,5.8,0.3,,183,16.7,,993.7,
2023-12-23,1.5,-1,5.2,4.5,,260,13.9,,990.2,
2023-12-24,-1.5,-3.6,0.5,0.5,,268,17.8,,1000.1,
2023-12-25,-0.1,-4.3,3.8,8.2,,228,21.1,,1003.3,
2023-12-26,5.6,3.2,7.7,1.1,,255,23.1,,1008.1,
2023-12-27,5.9,2.2,8.5,1.7,,273,23.7,,1011.2,
2023-12-28,0.5,-1.2,2.5,0,,265,17.4,,1023.9,
2023-12-29,4.4,1.7,7,0,,227,16.6,,1017.7,
2023-12-30,3.1,1.3,7,0,,225,15.2,,1016,
2023-12-31,2.7,-0.3,5.3,0,,268,15.9,,1016,
2024-01-01,2.2,-2.3,6.6,0.2,,193,15.6,,1016.8,
2024-01-02,5.6,1.9,7.7,0,,241,22.3,,1007,
2024-01-03,-0.2,-4.5,4.3,4.5,,91,14.3,,1008.3,
2024-01-04,4.4,1.8,6.7,0.5,,222,14.5,,1000.7,
2024-01-05,3.8,-0.8,6.6,2.7,,259,16.1,,1005.9,
2024-01-06,-0.1,-4.4,4.5,0,,198,14.3,,1017.5,
2024-01-07,0.8,-3.8,4.9,6.6,,57,18.8,,1012.6,
2024-01-08,-6.9,-9.8,-4,13.1,,51,25.3,,1015.4,
2024-01-09,-11.3,-13.3,-9.3,0,,351,16.5,,1026.5,
2024-01-10,-4.2,-9.3,-1.6,0,,297,17,,1023.9,
2024-01-11,-1.8,-2.5,-1.2,0.5,,254,19.5,,1012.5,
2024-01-12,-8.2,-12.6,-1.5,0.4,,335,20.7,,1013.3,
2024-01-13,-10.6,-15.9,-6.9,0.1,,197,14.1,,1017.6,
2024-01-14,-3,-6.5,-0.8,2.6,,174,18.5,,1010.7,
2024-01-15,-2.2,-6,1,0,,210,18.8,,1006.1,
2024-01-16,0.1,-4.3,2.4,5.4,,243,19.8,,1002.5,
2024-01-17,-4.3,-7.3,-0.2,0,,242,10.3,,1018.9,
2024-01-18,2.4,-4.6,6.4,3.7,,161,27,,1010.9,
2024-01-19,5.4,2.6,7.8,7,,207,16.5,,1002.9,
2024-01-20,-1.2,-4.7,1.9,0.1,,330,20.2,,1016.1,
2024-01-21,-3.6,-5.5,-1.5,1.6,,107,9.3,,1028.9,
2024-01-22,-5,-7.4,-1.4,0,,89,8.9,,1037.8,
2024-01-23,-4.6,-8.1,-0.9,0,,165,15.1,,1033.1,
2024-01-24,-3.2,-6.7,0.8,0,,180,14.8,,1026,
2024-01-25,-0.2,-2.1,0.9,3.4,,201,17.9,,1009.1,
2024-01-26,0.7,-0.1,1.8,1.1,,246,8.8,,1009.2,
2024-01-27,0.6,-0.1,2.2,0,,326,8.2,,1015.9,
2024-01-28,0.6,-0.5,2.3,0.4,,0,13.2,,1026.4,
2024-01-29,-0.7,-4.1,1.8,0,,23,13.6,,1037.3,
2024-01-30,-1.7,-4.9,2.4,0,,322,9.2,,1039,
2024-01-31,-0.4,-4.2,5.5,0,,257,9,,1032.3,
2024-02-01,1.3,-2.4,6.1,0,,248,14.7,,1021.4,
2024-02-02,1.1,-2.7,3.9,0.1,,287,18.7,,1015.3,
2024-02-03,0,-3.1,2.8,3.4,,242,22.5,,1011.7,
2024-02-04,3.9,1.5,6.7,2.8,,270,20.4,,1004.5,
2024-02-05,2.6,0.3,5.8,3.6,,263,26.8,,997.6,
2024-02-06,1.3,-0.7,5.4,0.5,,261,18.8,,1004.2,
2024-02-07,6.6,3.4,10.3,0,,246,23.7,,1001.7,
2024-02-08,4.9,1.6,7.4,3.5,,298,14.6,,1004.8,
2024-02-09,2.1,0.5,5.8,7.5,,106,11.2,,1006.7,
2024-02-10,3.3,1,6.4,10.1,,100,11.3,,1008.4,
2024-02-11,7.5,4.6,9.3,0.3,,171,14.4,,1010.4,
2024-02-12,9.7,7.5,12.8,0,,186,22.1,,1010.7,
2024-02-13,7.2,5.9,8.8,3.2,,128,13,,1011,
2024-02-14,7.8,3,13.2,0,,83,9.2,,1013.8,
2024-02-15,4.5,2,6.8,4.2,,84,18.9,,1021.5,
2024-02-16,0,-2.1,2.6,0,,73,15.6,,1028.2,
2024-02-17,-1.1,-3.3,2.3,0,,83,9.9,,1029.5,
2024-02-18,-0.5,-4,3.1,1.4,,221,13.1,,1026.3,
2024-02-19,-1.6,-5.2,1.9,0,,24,12.9,,1028,
2024-02-20,-1.9,-5.4,2,0,,142,9.7,,1028.3,
2024-02-21,-0.1,-2.2,2.5,0.5,,176,16.8,,1026,
2024-02-22,1.7,-0.4,5.4,0.9,,179,18.4,,1023,
2024-02-23,2.4,-0.7,7.7,0,,157,21.6,,1023.4,
2024-02-24,4.1,1.1,8.9,0,,141,23.1,,1027.1,
2024-02-25,2,-1.4,6.7,0,,131,20.9,,1028.7,
2024-02-26,1.8,-1.5,7.2,0,,117,17.7,,1025,
2024-02-27,1,-2.8,6.8,0,,109,14.7,,1026.9,
2024-02-28,0.8,-3.1,7,0,,119,12.8,,1029.6,
2024-02-29,0.8,-3.2,7.8,0,,122,9.2,,1028,
2024-03-01,1.4,-3.1,8.7,0,,102,8.6,,1025,
2024-03-02,1.6,-1.9,7.9,0,,75,13,,1020.3,
2024-03-03,3.1,0.7,5.7,0.1,,94,17.2,,1018.3,
2024-03-04,3.6,-1.3,8.3,0,,99,12.5,,1019.8,
2024-03-05,4,1,7,0,,68,8.4,,1017.4,
2024-03-06,2,-2.3,6.9,0,,41,17.2,,1017.7,
2024-03-07,-0.7,-4.2,3.8,0,,28,13.5,,1022.8,
2024-03-08,-1.5,-4.8,2.5,0,,342,7.9,,1021.4,
2024-03-09,0.2,-4.8,7,0,,303,10.8,,1018.3,
2024-03-10,1.7,-3.6,7,0.6,,17,11.1,,1019.2,
2024-03-11,-0.7,-3.9,3.6,0,,55,11.5,,1027.1,
2024-03-12,1,-3.6,6.4,0,,118,14.1,,1025.8,
2024-03-13,2.1,-0.2,4.4,1.9,,99,21.4,,1019.7,
2024-03-14,2.9,-0.7,6.5,2,,99,15.9,,1017.9,
2024-03-15,3.5,1.8,5.7,1.9,,82,10.2,,1019.4,
2024-03-16,5.1,2.3,8.3,0,,56,4.3,,1020.9,
2024-03-17,6.5,3.8,9.9,0.1,,225,9.9,,1019.5,
2024-03-18,5.4,1.7,9.1,2,,186,13.4,,1015.3,
2024-03-19,6.2,2.7,10.5,6.9,,47,8.6,,1015,
2024-03-20,7,3.5,11,0,,97,14.7,,1016.8,
2024-03-21,5.6,1.3,9.2,0,,87,12.6,,1019.7,
2024-03-22,3.1,-1.7,7.9,0,,40,9.8,,1018.6,
2024-03-23,4.1,-2.2,10,0,,222,9.4,,1015.1,
2024-03-24,6,0.2,12.2,0,,183,21.4,,1009.9,
2024-03-25,6.8,2.8,11.2,0,,155,18.7,,1004,
2024-03-26,7.4,4.2,11.2,0.4,,77,12.1,,1005.1,
2024-03-27,7,2.4,12.3,0,,286,8.4,,1015.8,
2024-03-28,8.5,3,14.5,0.3,,160,19.2,,1015.5,
2024-03-29,11.4,7,18.2,3.6,,210,20.8,,1009.7,
2024-03-30,11.5,6.5,17.4,0,,263,13.3,,1019,
2024-03-31,13.7,7.4,20.7,0,,189,15.9,,1020.2,
2024-04-01,14,8.7,20,0,,172,19.6,,1016.6,
2024-04-02,15.7,9.8,23.1,0,,178,24.1,,1007.9,
2024-04-03,13.4,10.6,16.7,0.1,,257,19.5,,1007.3,
2024-04-04,12.6,7.2,18.7,0,,262,18.4,,1013.4,
2024-04-05,8,4.8,11.7,0,,347,10,,1019,
2024-04-06,10.6,3.1,18,0.8,,192,12,,1019.3,
2024-04-07,13.5,6.8,20.2,0,,231,8,,1020.5,
2024-04-08,15.2,8,21.4,0,,15,7,,1023.4,
2024-04-09,16.5,9.8,22.7,0,,177,7.3,,1020.9,
2024-04-10,17.5,9.8,24,0,,84,8.1,,1019.7,
2024-04-11,19.2,10.4,25.9,0,,53,6.3,,1022.8,
2024-04-12,16.5,12.2,22,0,,326,14,,1021.6,
2024-04-13,14,9.6,18.6,0,,320,14,,1019.1,
2024-04-14,15,9.3,21.1,0,,280,13.4,,1015.6,
2024-04-15,17.2,12.9,22.8,9.9,,262,17.4,,1010.1,
2024-04-16,18.2,12.1,25.2,0.6,,196,16.6,,1003.7,
2024-04-17,18.1,13.3,23.5,0,,193,22.7,,1000.7,
2024-04-18,16.3,13.1,21.7,4,,176,15.3,,999,
2024-04-19,11.5,7.4,14.8,0,,241,21.4,,1007.5,
2024-04-20,11.7,5.9,18.3,3.5,,42,18.2,,1012.6,
2024-04-21,13.9,10.3,19,15.8,,157,28.2,,1003.9,
2024-04-22,12,7.3,17.3,3.2,,227,16.8,,1016.8,
2024-04-23,12.1,8.5,15.9,0,,23,9.6,,1021.1,
2024-04-24,15.1,9.7,21.7,5,,126,23,,1011.7,
2024-04-25,16.7,10,22.6,0.4,,154,9.2,,1006.4,
2024-04-26,18,14.5,22.1,6.4,,174,12.9,,1008.6,
2024-04-27,16,10.9,20.7,0,,303,11.3,,1017.7,
2024-04-28,14.6,11.1,17.9,2.3,,1,19.7,,1022.2,
2024-04-29,15.7,12.2,20.6,1.5,,14,23.9,,1024.5,
2024-04-30,15.7,10.9,20.8,0,,44,20.3,,1029.7,
2024-05-01,16.3,9.4,22.6,0,,38,12.9,,1024.2,
2024-05-02,17.7,10.9,24.1,0,,14,13.3,,1014.2,
2024-05-03,16.5,11.2,22,0,,27,14.9,,1009.7,
2024-05-04,11.3,7.2,14.6,0,,47,17.8,,1014.3,
2024-05-05,12.4,5.1,21.3,0,,253,10.6,,1015.4,
2024-05-06,17.6,11,23.7,0,,241,18.2,,1012,
2024-05-07,17.3,11,22.8,0.4,,226,24.1,,1010.7,
2024-05-08,11.7,7.3,15.6,2.1,,2,19,,1017.9,
2024-05-09,11.9,6.1,16.3,0,,14,11.3,,1021.9,
2024-05-10,11.5,4,17.2,0,,29,6.9,,1022.1,
2024-05-11,15.2,9.1,20.9,0,,266,16,,1013.4,
2024-05-12,11.6,6.8,16.1,0,,358,18.6,,1015.5,
2024-05-13,10,5.8,13,0.9,,8,14.8,,1016.8,
2024-05-14,10.4,8,14,0.7,,54,18.7,,1017.3,
2024-05-15,11.8,9.3,14.8,0,,54,20.1,,1020.1,
2024-05-16,12.8,8.8,17.1,0,,66,14,,1023.9,
2024-05-17,13.6,5.8,19.4,0,,314,10.4,,1022.1,
2024-05-18,16.2,11,22,2.2,,305,11,,1017.6,
2024-05-19,16.1,11.1,22,0.7,,258,7.6,,1016.8,
2024-05-20,18.1,11.6,23.4,0,,181,7.3,,1017.7,
2024-05-21,20.1,12.3,24.8,0,,158,6.8,,1019.4,
2024-05-22,20.7,13.4,26.5,0,,169,9,,1017.7,
2024-05-23,21.5,12.1,28.2,0,,68,13.7,,1016.3,
2024-05-24,20.9,15.9,26.2,1.1,,74,20.3,,1021.2,
2024-05-25,18.5,13.2,23.5,0,,72,19.3,,1024.1,
2024-05-26,17.2,12.5,20.7,0.3,,52,16.5,,1020.9,
2024-05-27,18.4,11.7,24.1,0.4,,73,16.2,,1019.9,
2024-05-28,21.7,15.2,27.6,0,,94,18.1,,1017.7,
2024-05-29,19.6,15.3,25.6,3.3,,103,15.9,,1013,
2024-05-30,18.9,14.1,24.1,0,,177,11.1,,1012.2,
2024-05-31,21,13.4,26.1,0,,211,8.2,,1013.3,
2024-06-01,23.2,16.5,28.7,0,,243,12.3,,1016.2,
2024-06-02,24.2,17.1,29.8,1.5,,216,17.6,,1015.6,
2024-06-03,24.8,18.3,30.4,0,,225,15.4,,1013.4,
2024-06-04,25.1,19.6,31.3,0.3,,218,10.8,,1013.1,
2024-06-05,24.5,20.2,28.8,1.4,,158,12.3,,1011.2,
2024-06-06,23.4,19.4,27.2,0,,303,17.4,,1011,
2024-06-07,23.6,18.7,27.8,0,,304,16.3,,1014.2,
2024-06-08,22.6,17.1,28.6,1.2,,323,7.7,,1012.7,
2024-06-09,23.1,17.7,27.9,0,,340,7.1,,1011.1,
2024-06-10,25.7,19.2,31,0,,189,13.6,,1011.1,
2024-06-11,26.4,20.5,31.4,0.1,,180,18.5,,1011,
2024-06-12,24.5,20.6,28.7,1.5,,194,18.4,,1009.7,
2024-06-13,22.2,17.7,27,0,,307,15.8,,1012.4,
2024-06-14,24,18.1,28.7,0.8,,61,8.5,,1010.5,
2024-06-15,21.2,18.8,25.9,14.9,,55,15.1,,1006.8,
2024-06-16,21.2,18.6,24.4,2,,137,13.6,,1004.9,
2024-06-17,20.8,17.2,25.2,4.9,,235,12.3,,1010.3,
2024-06-18,22.5,17.7,27.1,0.4,,285,10.9,,1016.1,
2024-06-19,24.3,18.1,28.8,0,,357,6.2,,1018.7,
2024-06-20,22.9,17.7,30.2,6.9,,253,18.8,,1014.4,
2024-06-21,19.8,15.1,24.4,0,,316,18.1,,1016.7,
2024-06-22,21.2,15.8,26,0,,321,10.5,,1012.9,
2024-06-23,24.5,16.4,30.4,0,,257,8.3,,1010,
2024-06-24,23,19.7,26.5,0.3,,316,17,,1009.8,
2024-06-25,20.2,16.9,24.8,2,,345,18,,1012.1,
2024-06-26,20.4,14.8,25.3,0,,338,14.8,,1015.5,
2024-06-27,21.9,17.2,26.7,0,,352,12.2,,1013.9,
2024-06-28,22.2,16.5,27.1,0,,21,11.3,,1014.7,
2024-06-29,23.4,17.3,28.8,0,,29,10.2,,1015.6,
2024-06-30,24.9,17.2,30.1,0,,22,7.7,,1015.7,
2024-07-01,26.8,20.1,31.9,0,,25,6.5,,1012.3,
2024-07-02,27.7,20.9,33.1,0,,161,9.1,,1007,
2024-07-03,27.8,19.5,34,0,,157,13.1,,1004.5,
2024-07-04,26.8,20.1,34.1,0.7,,130,12.9,,1004.4,
2024-07-05,26.1,21.3,31,0,,282,12.8,,1006.5,
2024-07-06,24.3,19.5,28.5,0,,349,17.5,,1014.6,
2024-07-07,25.1,19.8,29.8,0,,33,15.6,,1016.9,
2024-07-08,27.3,20.9,33.2,0,,25,12.2,,1014.6,
2024-07-09,28.6,22.6,35,0,,52,11.1,,1014.8,
2024-07-10,29.5,24.2,34.7,0,,62,13.8,,1016.1,
2024-07-11,29.2,22.6,35,0,,55,14.4,,1016.2,
2024-07-12,29.2,23.9,33.8,0,,56,13.7,,1014.7,
2024-07-13,27.3,21.4,32.5,0,,66,10.6,,1013.8,
2024-07-14,28.4,20.8,34.1,0,,42,11.6,,1013.3,
2024-07-15,30.3,24.1,35.9,0,,24,11.8,,1012.6,
2024-07-16,30.5,24.7,35.8,0,,25,14.4,,1013,
2024-07-17,30.9,24.8,36.1,0.1,,34,12.6,,1013.8,
2024-07-18,30.9,24.4,36.2,0,,15,12.8,,1013.5,
2024-07-19,28,25.3,30.9,1.4,,351,15.9,,1011.5,
2024-07-20,26.7,22.2,30.5,0,,2,12.9,,1009.6,
2024-07-21,26.9,21.3,31.5,0,,359,11,,1009.2,
2024-07-22,25.9,21.2,30.1,0.2,,40,10.4,,1008.1,
2024-07-23,24.3,20.7,28.9,2.1,,357,11.9,,1008.5,
